WC_ratio,TEMP,EC,VWC,TDS,SALINITY,EPSILON
0.5,19.09,4509,69.7,2254,2479,64.58
0.5,18,4517,69.7,2258,2484,64.58
0.5,18.87,4540,69.7,2270,2497,64.58
0.5,18.66,4576,69.7,2288,2516,64.58
0.5,18.55,4598,69.7,2299,2528,64.58
0.5,18.44,4615,69.7,2307,2538,64.58
0.5,20.16,4627,73.36,2313,2544,67.44
0.5,18.36,4629,69.7,2314,2545,64.58
0.5,18.28,4639,69.94,2319,2551,64.78
0.5,18.22,4648,70.18,2324,2556,64.98
0.5,19.73,4650,74.24,2325,2557,68.07
0.5,18.22,4653,70.43,2326,2559,65.18
0.5,18.19,4658,70.43,2329,2561,65.18
0.5,17.76,4660,71.45,2330,2563,65.99
0.5,18.14,4662,70.69,2331,2564,65.39
0.5,18.11,4671,70.43,2335,2569,65.18
0.5,19.3,4679,74.24,2339,2573,68.07
0.5,18.11,4680,70.69,2340,2574,65.39
0.5,20.13,4680,71.45,2340,2574,65.99
0.5,18.11,4689,70.69,2344,2578,65.39
0.5,18.08,4690,70.69,2345,2579,65.39
0.5,18.06,4692,70.69,2346,2580,65.39
0.5,18.06,4693,70.69,2346,2581,65.39
0.5,18.06,4700,70.69,2350,2585,65.39
0.5,18.06,4719,70.69,2359,2595,65.39
0.5,19.65,4719,71.45,2359,2595,65.99
0.5,18,4723,70.69,2361,2597,65.39
0.5,18.98,4723,74.24,2361,2597,68.07
0.5,18.03,4726,70.69,2363,2599,65.39
0.5,18.03,4728,70.69,2364,2600,65.39
0.5,18.03,4729,70.69,2364,2600,65.39
0.5,18.03,4733,70.69,2366,2603,65.39
0.5,18.03,4742,70.69,2371,2608,65.39
0.5,18,4756,70.69,2378,2615,65.39
0.5,18,4762,70.69,2381,2619,65.39
0.5,18,4763,70.69,2381,2619,65.39
0.5,18,4764,71.45,2382,2620,65.99
0.5,18.08,4800,73.08,2400,2640,67.23
0.5,18.55,4845,74.24,2422,2664,68.07
0.5,18.44,4848,74.24,2424,2666,68.07
0.5,18.77,4852,74.24,2426,2668,68.07
0.5,18.33,4853,74.24,2426,2669,68.07
0.5,18.25,4868,74.54,2434,2677,68.28
0.5,18.22,4890,74.24,2445,2689,68.07
0.5,17.84,4905,72.25,2452,2697,66.61
0.5,18.14,4905,74.24,2452,2697,68.07
0.5,17.78,4906,72.25,2453,2698,66.61
0.5,19.25,4906,71.45,2453,2698,65.99
0.5,17.81,4907,72.25,2453,2698,66.61
0.5,17.81,4908,72.53,2454,2699,66.82
0.5,17.81,4908,72.79,2454,2699,67.02
0.5,17.81,4908,72.79,2454,2699,67.02
0.5,17.81,4908,72.79,2454,2699,67.02
0.5,17.81,4908,73.08,2454,2699,67.23
0.5,17.81,4909,72.53,2454,2699,66.82
0.5,17.87,4917,73.08,2458,2704,67.23
0.5,17.84,4917,73.08,2458,2704,67.23
0.5,17.84,4917,73.08,2458,2704,67.23
0.5,18.11,4918,74.24,2459,2704,68.07
0.5,17.84,4919,73.08,2459,2705,67.23
0.5,17.84,4920,73.08,2460,2706,67.23
0.5,18.93,4921,71.45,2460,2706,65.99
0.5,17.84,4923,73.08,2461,2707,67.23
0.5,18.08,4923,74.24,2461,2707,68.07
0.5,17.84,4924,73.08,2462,2708,67.23
0.5,17.84,4924,73.08,2462,2708,67.23
0.5,17.84,4925,73.08,2462,2708,67.23
0.5,18.06,4927,74.24,2463,2709,68.07
0.5,17.84,4931,73.08,2465,2712,67.23
0.5,17.84,4931,73.08,2465,2712,67.23
0.5,18.03,4931,74.24,2465,2712,68.07
0.5,17.87,4934,73.08,2467,2713,67.23
0.5,17.84,4934,73.08,2467,2713,67.23
0.5,17.87,4934,73.08,2467,2713,67.23
0.5,17.87,4935,73.08,2467,2714,67.23
0.5,17.87,4936,73.08,2468,2714,67.23
0.5,18.03,4940,74.24,2470,2717,68.07
0.5,17.87,4941,73.08,2470,2717,67.23
0.5,18.68,4944,71.97,2472,2719,66.4
0.5,18,4949,74.54,2474,2721,68.28
0.5,18,4950,74.54,2475,2722,68.28
0.5,18,4952,74.54,2476,2723,68.28
0.5,18,4952,74.84,2476,2723,68.49
0.5,17.87,4955,73.94,2477,2725,67.86
0.5,18,4958,74.84,2479,2726,68.49
0.5,18,4959,74.84,2479,2727,68.49
0.5,18,4959,74.84,2479,2727,68.49
0.5,18,4973,74.84,2486,2735,68.49
0.5,17.97,4973,74.84,2486,2735,68.49
0.5,17.97,4976,74.84,2488,2736,68.49
0.5,17.97,4976,74.84,2488,2736,68.49
0.5,18.49,4980,72.25,2490,2739,66.61
0.5,17.97,4981,74.84,2490,2739,68.49
0.5,17.97,4982,75.14,2491,2740,68.7
0.5,17.97,4983,75.14,2491,2740,68.7
0.5,17.95,4990,75.14,2495,2744,68.7
0.5,17.56,4990,72.53,2495,2744,66.82
0.5,17.53,4991,72.25,2495,2745,66.61
0.5,17.56,4991,72.25,2495,2745,66.61
0.5,17.97,4997,75.14,2498,2748,68.7
0.5,17.67,4997,72.25,2498,2748,66.61
0.5,17.67,4998,72.25,2499,2748,66.61
0.5,17.67,5000,72.25,2500,2750,66.61
0.5,17.65,5001,72.25,2500,2750,66.61
0.5,17.7,5003,72.53,2501,2751,66.82
0.5,17.59,5004,72.25,2502,2752,66.61
0.5,17.7,5016,72.53,2508,2758,66.82
0.5,18.33,5020,72.25,2510,2761,66.61
0.5,17.76,5023,73.08,2511,2762,67.23
0.5,17.73,5027,72.53,2513,2764,66.82
0.5,17.73,5028,72.53,2514,2765,66.82
0.5,17.76,5032,73.08,2516,2767,67.23
0.5,17.89,5034,74.54,2517,2768,68.28
0.5,17.89,5040,74.84,2520,2772,68.49
0.5,18.25,5046,72.25,2523,2775,66.61
0.5,17.89,5047,75.14,2523,2775,68.7
0.5,17.78,5047,76.1,2523,2775,69.35
0.5,17.78,5060,76.1,2530,2783,69.35
0.5,17.89,5061,75.14,2530,2783,68.7
0.5,18.19,5068,72.25,2534,2787,66.61
0.5,17.89,5075,75.14,2537,2791,68.7
0.5,18.11,5079,72.25,2539,2793,66.61
0.5,17.89,5082,75.14,2541,2795,68.7
0.5,17.76,5082,76.1,2541,2795,69.35
0.5,17.67,5087,74.54,2543,2797,68.28
0.5,17.89,5095,75.14,2547,2802,68.7
0.5,17.89,5095,75.14,2547,2802,68.7
0.5,17.84,5095,74.24,2547,2802,68.07
0.5,17.89,5096,75.14,2548,2802,68.7
0.5,17.89,5096,75.14,2548,2802,68.7
0.5,17.89,5096,75.14,2548,2802,68.7
0.5,17.81,5096,74.84,2548,2802,68.49
0.5,17.87,5100,75.14,2550,2805,68.7
0.5,18.77,5100,78.45,2550,2805,70.87
0.5,17.67,5101,74.24,2550,2805,68.07
0.5,17.92,5102,75.14,2551,2806,68.7
0.5,17.89,5102,75.14,2551,2806,68.7
0.5,17.89,5103,75.14,2551,2806,68.7
0.5,17.84,5103,75.14,2551,2806,68.7
0.5,17.78,5103,76.1,2551,2806,69.35
0.5,17.89,5104,75.14,2552,2807,68.7
0.5,17.89,5105,75.14,2552,2807,68.7
0.5,17.89,5105,75.14,2552,2807,68.7
0.5,17.76,5105,74.24,2552,2807,68.07
